SAB	Översättning
Kqdcc.6	Historia: Holländska Guyana och Surinam: 2000-
Kqdd(k)	Historia: Brasilien: kongresstryck
Kqdd(x)	Historia: Brasilien: lexikon
Kqdd(ya)	Historia: Brasilien: kartor
Kqdd	Historia: Brasilien
Kqdd:a	Historia: Brasilien: bibliografi
Kqdd.4(u)	Historia: Brasilien: 1500-: urkunder, lagar
Kqdd.4	Historia: Brasilien: 1500-
Kqdd.4:a	Historia: Brasilien: 1500-: bibliografi
Kqdd.41	Historia: Brasilien: 1500-1648
Kqdd.46	Historia: Brasilien: 1822-
Kqdd.5	Historia: Brasilien: 1900-talet
Kqdd.55(p)	Historia: Brasilien: 1945-: periodika
Kqdd.55	Historia: Brasilien: 1945-
Kqdd.58	Historia: Brasilien: 1980-
Kqdd.6	Historia: Brasilien: 2000-
Kqde(x)	Historia: Paraguay: lexikon
Kqde	Historia: Paraguay
Kqde.4	Historia: Paraguay: 1500-
Kqde.46	Historia: Paraguay: 1811-
Kqde.55	Historia: Paraguay: 1945-
Kqde.59	Historia: Paraguay: 1990-
Kqde.6	Historia: Paraguay: 2000-
Kqdf	Historia: Uruguay
Kqdf.4	Historia: Uruguay: 1500-
Kqdf.46	Historia: Uruguay: 1828-
Kqdf.5	Historia: Uruguay: 1900-talet
Kqdf.55(p)	Historia: Uruguay: 1945-: periodika
Kqdf.55	Historia: Uruguay: 1945-
Kqdf.58	Historia: Uruguay: 1980-
Kqdf.6	Historia: Uruguay: 2000-
Kqdg(p)	Historia: Argentina: periodika
Kqdg	Historia: Argentina
Kqdg.4(u)	Historia: Argentina: 1500-: urkunder, lagar
Kqdg.4	Historia: Argentina: 1500-
Kqdg.41	Historia: Argentina: 1500-1648
Kqdg.43	Historia: Argentina: 1648-1789
Kqdg.45(u)	Historia: Argentina: 1789-1815: urkunder, lagar
Kqdg.45	Historia: Argentina: 1789-1815
Kqdg.46(u)	Historia: Argentina: 1816-: urkunder, lagar
Kqdg.46	Historia: Argentina: 1816-
Kqdg.5(u)	Historia: Argentina: 1900-talet: urkunder, lagar
Kqdg.5	Historia: Argentina: 1900-talet
Kqdg.52	Historia: Argentina: mellankrigstiden 1918-1939
Kqdg.54	Historia: Argentina: andra världskriget 1939-1945
Kqdg.54	Historia: Argentina: andra världskriget 1939-1945
Kqdg.55(p)	Historia: Argentina: 1945-: periodika
Kqdg.55	Historia: Argentina: 1945-
Kqdg.57	Historia: Argentina: 1973-
Kqdg.58(u)	Historia: Argentina: 1980-: urkunder, lagar
Kqdg.58	Historia: Argentina: 1980-
Kqdg.59	Historia: Argentina: 1990-
Kqdg.6	Historia: Argentina: 2000-
Kqdgi	Historia: Falklandsöarna
Kqdgi.55	Historia: Falklandsöarna: 1945-
Kqdgi.57	Historia: Falklandsöarna: 1973-
Kqdgi.58(k)	Historia: Falklandsöarna: 1980-: kongresstryck
Kqdgi.58	Historia: Falklandsöarna: 1980-
Kqdgi.6	Historia: Falklandsöarna: 2000-
Kqdgz	Historia: Argentina: särskilda orter
Kqdh(p)	Historia: Chile: periodika
Kqdh	Historia: Chile
Kqdh:k	Historia: Chile: historieforskning
Kqdh.4	Historia: Chile: 1500-
Kqdh.41	Historia: Chile: 1500-1648
Kqdh.46	Historia: Chile: 1818-
Kqdh.5	Historia: Chile: 1900-talet
Kqdh.55(p)	Historia: Chile: 1945-: periodika
Kqdh.55	Historia: Chile: 1945-
Kqdh.57(k)	Historia: Chile: 1973-: kongresstryck
Kqdh.57	Historia: Chile: 1973-
Kqdh.58(u)	Historia: Chile: 1980-: urkunder, lagar
Kqdh.58	Historia: Chile: 1980-
Kqdh.6	Historia: Chile: 2000-
Kqdhx-c(p)	Historia: Chilenare i utlandet: Sverige: periodika
Kqdi	Historia: Bolivia
Kqdi:a	Historia: Bolivia: bibliografi
Kqdi.4	Historia: Bolivia: 1500-
Kqdi.45	Historia: Bolivia: 1789-1815
Kqdi.46	Historia: Bolivia: 1825-
Kqdi.5	Historia: Bolivia: 1900-talet
Kqdi.52	Historia: Bolivia: mellankrigstiden 1918-1939
Kqdi.55	Historia: Bolivia: 1945-
Kqdi.55	Historia: Bolivia: 1945-
Kqdi.59	Historia: Bolivia: 1990-
Kqdi.6	Historia: Bolivia: 2000-
Kqdk	Historia: Peru
Kqdk	Historia: Peru
Kqdk:a	Historia: Peru: bibliografi
Kqdk.4	Historia: Peru: 1500-
Kqdk.41(u)	Historia: Peru: 1500-1648: urkunder, lagar
Kqdk.41	Historia: Peru: 1500-1648
Kqdk.43	Historia: Peru: 1648-1789
Kqdk.45	Historia: Peru: 1789-1815
Kqdk.46	Historia: Peru: 1821-
Kqdk.5(p)	Historia: Peru: 1900-talet: periodika
Kqdk.5	Historia: Peru: 1900-talet
Kqdk.52	Historia: Peru: mellankrigstiden 1918-1939
Kqdk.55	Historia: Peru: 1945-
Kqdk.58	Historia: Peru: 1980-
Kqdk.6	Historia: Peru: 2000-
Kqdkz	Historia: Peru: särskilda orter
Kqdl	Historia: Ecuador
Kqdl.4	Historia: Ecuador: 1500-
Kqdl.41	Historia: Ecuador: 1500-1648
Kqdl.43	Historia: Ecuador: 1648-1789
Kqdl.45	Historia: Ecuador: 1789-1815
Kqdl.46	Historia: Ecuador: 1822-
Kqdl.5	Historia: Ecuador: 1900-talet
Kqdl.55	Historia: Ecuador: 1945-
Kqdl.58	Historia: Ecuador: 1980-
Kqdl.6	Historia: Ecuador: 2000-
Kqdlz	Historia: Ecuador: särskilda orter
Kqdt(k)	Historia: indianerna i Sydamerika: kongresstryck
Kqdt	Historia: indianerna i Sydamerika
Kqdt.4	Historia: indianerna i Sydamerika: 1500-
Kqdt.41	Historia: indianerna i Sydamerika: 1500-1648
Kqdt.43	Historia: indianerna i Sydamerika: 1648-1789
Kqdt.45	Historia: indianerna i Sydamerika: 1789-1815
Kqdt.46	Historia: indianerna i Sydamerika: ca 1820-
Kqdt.5(p)	Historia: indianerna i Sydamerika: 1900-talet: periodika
Kqdt.5	Historia: indianerna i Sydamerika: 1900-talet
Kqdt.6	Historia: indianerna i Sydamerika: 2000-
Kqdx(p)	Historia: Sydamerikaner i utlandet: periodika
Kqdx.4	Historia: Sydamerikaner i utlandet: 1500-
Kqdx-c(p)	Historia: Sydamerikaner i utlandet: Sverige: periodika
Kqdx-qa	Historia: Sydamerikaner i utlandet: Förenta staterna
Kqdx-qa.57	Historia: Sydamerikaner i utlandet: Förenta staterna: 1975-
Kqdx-qa.6	Historia: Sydamerikaner i utlandet: Förenta staterna: 2000-
Kqdx-qaz	Historia: Sydamerikaner i utlandet: Förenta staterna: särskilda orter
Kqgd.5	Historia: Amerika: 1914-
Kqgd.6	Historia: Amerika: 2000-
Kqgh.46	Historia: Amerika: 1815-1914
Kqua(x)	Historia: Amerika: lexikon
Kqua	Historia: Amerika
Kqua.55	Historia: Amerika: 1945-
Kqua.6	Historia: Amerika: 2000-
Kr(k)	Historia: Oceanien: kongresstryck
Kr(p)	Historia: Oceanien: periodika
Kr	Historia: Oceanien
Kr:oi	Historia: Oceanien: statistik
Kr.46	Historia: Oceanien: 1800-talet
Kr.5	Historia: Oceanien: 1900-talet
Kr.55	Historia: Oceanien: 1945-
Kr.58	Historia: Oceanien: 1980-
Kr.6	Historia: Oceanien: 2000-
Kra(p)	Historia: Australien: periodika
Kra(x)	Historia: Australien: lexikon
Kra	Historia: Australien
Kra:k	Historia: Australien: historieforskning
Kra:k	Historia: Australien: historieforskning
Kra.4	Historia: Australien: ca 1500-
Kra.46	Historia: Australien: 1800-talet
Kra.5	Historia: Australien: Australiska statsförbundet 1901-
Kra.55	Historia: Australien: 1945-
Kra.58	Historia: Australien: 1980-
Kra.59	Historia: Australien: 1990-
Kra.6	Historia: Australien: 2000-
Kraa.4	Historia: Nya Syd-Wales: ca 1500-
Krac	Historia: Queensland
Krac:k	Historia: Queensland: historieforskning
Krb(p)	Historia: Nya Zeeland: periodika
Krb(u)	Historia: Nya Zeeland: urkunder, lagar
Krb	Historia: Nya Zeeland
Krb.4	Historia: Nya Zeeland: ca 1500-
Krb.46	Historia: Nya Zeeland: 1800-talet
Krb.5	Historia: Nya Zeeland: 1907-
Krb.6	Historia: Nya Zeeland: 2000-
Krc	Historia: Melanesien, Polynesien och Mikronesien
Krc:a	Historia: Melanesien, Polynesien och Mikronesien: bibliografi
Krc.4	Historia: Melanesien, Polynesien och Mikronesien: ca 1500-
Krc.46	Historia: Melanesien, Polynesien och Mikronesien: 1800-talet
Krc.55	Historia: Melanesien, Polynesien och Mikronesien: 1945-
Krc.6	Historia: Melanesien, Polynesien och Mikronesien: 2000-
Krca	Historia: Melanesien
Krca.4	Historia: Melanesien: ca 1500-
Krca.46	Historia: Melanesien: 1800-talet
Krca.5	Historia: Melanesien: 1900-talet
Krca.55	Historia: Melanesien: 1945-
Krca.6	Historia: Melanesien: 2000-
Krcb	Historia: Polynesien
Krcb.4	Historia: Polynesien: ca 1500-
Krcb.55	Historia: Polynesien: 1945-
Krcb.6	Historia: Polynesien: 2000-
Krcba.5	Historia: Fiji: 1900-talet
Krcba.6	Historia: Fiji: 2000-
Krcc	Historia: Mikronesien
Krcc.4	Historia: Mikronesien: ca 1500-
Krcch	Historia: Hawaii
Krcch.5	Historia: Hawaii: 1900-talet
Krcch.6	Historia: Hawaii: 2000-
Krd	Historia: Nya Guinea
Krd.46	Historia: Nya Guinea: 1800-talet
Krd.5	Historia: Nya Guinea: 1900-talet
Krd.55	Historia: Nya Guinea: 1945-
Krd.6	Historia: Nya Guinea: 2000-
Ks	Historia: Polarländerna
Ks.5	Historia: Polarländerna: 1900-talet
Ks.6	Historia: Polarländerna: 2000-
Ksa	Historia: Arktis
Ksa.5	Historia: Arktis: 1900-talet
Ksa.6	Historia: Arktis: 2000-
Ksaa(u)	Historia: Grönland: urkunder, lagar
Ksaa	Historia: Grönland
Ksaa	Historia: Grönland
Ksaa.3	Historia: Grönland: medeltiden
Ksaa.4	Historia: Grönland: nya tiden
Ksaa.5	Historia: Grönland: 1900-talet
Ksaa.52	Historia: Grönland: mellankrigstiden 1918-1939
Ksaa.54	Historia: Grönland: andra världskriget 1939-1945
Ksaa.55	Historia: Grönland: 1945-
Ksaa.6	Historia: Grönland: 2000-
Ksab	Historia: Spetsbergen (Svalbard)
Ksab.5	Historia: Spetsbergen (Svalbard): 1900-talet
Ksab.54	Historia: Spetsbergen (Svalbard): andra världskriget 1939-1945
Ksab.6	Historia: Spetsbergen (Svalbard): 2000-
Ksb	Historia: Antarktis
Ksb.5	Historia: Antarktis: 1900-talet
Ksb.55	Historia: Antarktis: 1945-
Ksb.6	Historia: Antarktis: 2000-
Kt(k)	Allmän kulturhistoria: kongresstryck
Kt(p)	Allmän kulturhistoria: periodika
Kt(x)	Allmän kulturhistoria: lexikon
Kt	Allmän kulturhistoria
Kt,u	Allmän kulturhistoria: för barn och ungdom
Kt:b	Allmän kulturhistoria: forskning
Kt:d	Allmän kulturhistoria: teori, filosofi
Kt:dd	Allmän kulturhistoria: metodlära
Kt:k	Allmän kulturhistoria: historieforskning
Kt:k.5	Allmän kulturhistoria: 1914-
Kt:k.6	Allmän kulturhistoria: 2000-
Kt:kda	Allmän kulturhistoria: Danmark
Kt:kfa.47	Allmän kulturhistoria: Tyskland: 1870-1918
Kt:kfa.52	Allmän kulturhistoria: Tyskland: 1918-33
Kt:kfa.6	Allmän kulturhistoria: Tyskland: 2000-
Kt:kj.5	Allmän kulturhistoria: Frankrike: 1914-
Kt:kj.6	Allmän kulturhistoria: Frankrike: 2000-
Kt:vg	Allmän kulturhistoria: gynekologi och andrologi
Kt.2(k)	Allmän kulturhistoria: forntiden: kongresstryck
Kt.2(x)	Allmän kulturhistoria: forntiden: lexikon
Kt.2	Allmän kulturhistoria: forntiden
Kt.21(x)	Allmän kulturhistoria: forntiden: Egypten: lexikon
Kt.21	Allmän kulturhistoria: forntiden: Egypten
Kt.22(k)	Allmän kulturhistoria: forntiden: Främre Asien: kongresstryck
Kt.22	Allmän kulturhistoria: forntiden: Främre Asien
Kt.221	Allmän kulturhistoria: forntiden: Mesopotamien
Kt.226	Allmän kulturhistoria: forntiden: Mindre Asien
Kt.227	Allmän kulturhistoria: araberna under forntiden
Kt.228	Allmän kulturhistoria: forntiden: Perserriket
Kt.23(k)	Allmän kulturhistoria: antiken: kongresstryck
Kt.23	Allmän kulturhistoria: antiken
Kt.24(k)	Allmän kulturhistoria: den grekiska forntiden: kongresstryck
Kt.24(p)	Allmän kulturhistoria: den grekiska forntiden: periodika
Kt.24(yb)	Allmän kulturhistoria: den grekiska forntiden: bilder
Kt.24	Allmän kulturhistoria: den grekiska forntiden
Kt.241	Allmän kulturhistoria: tiden före ca 500 f Kr
Kt.243	Allmän kulturhistoria: den klassiska tiden ca 500-336 f Kr
Kt.245	Allmän kulturhistoria: den hellenistiska tiden ca 336-31 f Kr
Kt.246	Allmän kulturhistoria: romartiden 31 f Kr - 476 e Kr
Kt.249z	Allmän kulturhistoria: forntiden: särskilda grekiska stater: särskilda orter
Kt.26(p)	Allmän kulturhistoria: den romerska forntiden: periodika
Kt.26(x)	Allmän kulturhistoria: den romerska forntiden: lexikon
Kt.26(yb)	Allmän kulturhistoria: den romerska forntiden: bilder
Kt.26	Allmän kulturhistoria: den romerska forntiden
Kt.261	Allmän kulturhistoria: romerska konungatiden och republiken till 31 f Kr
Kt.264	Allmän kulturhistoria: romerska kejsartiden 31 f Kr - 476 e Kr
Kt.268	Allmän kulturhistoria: romerska forntiden: Italien (utom Romerska riket)
Kt.269	Allmän kulturhistoria: forntiden: Romerska rikets provinser
Kt.269-j	Allmän kulturhistoria: forntiden: Romerska rikets provinser: Frankrike
Kt.269-k	Allmän kulturhistoria: forntiden: Romerska rikets provinser: Spanien
Kt.29(k)	Allmän kulturhistoria: germanerna under forntiden: kongresstryck
Kt.3(k)	Allmän kulturhistoria: medeltiden: kongresstryck
Kt.3(p)	Allmän kulturhistoria: medeltiden: periodika
Kt.3(x)	Allmän kulturhistoria: medeltiden: lexikon
Kt.3	Allmän kulturhistoria: medeltiden
Kt.3:a	Allmän kulturhistoria: medeltiden: bibliografi
Kt.31(k)	Allmän kulturhistoria: bysantinska riket 395-1453: kongresstryck
Kt.31	Allmän kulturhistoria: bysantinska riket 395-1453
Kt.31	Allmän kulturhistoria: bysantinska riket 395-1453
Kt.32	Allmän kulturhistoria: arabiska väldet 622-1517
Kt.33	Allmän kulturhistoria: äldre medeltiden ca 476-1050
Kt.331	Allmän kulturhistoria: äldre medeltiden: folkvandringarna
Kt.333	Allmän kulturhistoria: äldre medeltiden: karolingiska tiden 752-911
Kt.35	Allmän kulturhistoria: högmedeltiden ca 1050-1300
Kt.351	Allmän kulturhistoria: högmedeltiden: korstågen
Kt.38(k)	Allmän kulturhistoria: senmedeltiden ca 1300-1500: kongresstryck
Kt.38	Allmän kulturhistoria: senmedeltiden ca 1300-1500
Kt.4(p)	Allmän kulturhistoria: nya tiden: periodika
Kt.4	Allmän kulturhistoria: nya tiden
Kt.41(k)	Allmän kulturhistoria: 1500-1648: kongresstryck
Kt.41	Allmän kulturhistoria: 1500-1648
Kt.43(p)	Allmän kulturhistoria: 1648-1789: periodika
Kt.43(p)/DR	Allmän kulturhistoria: 1648-1789: periodika: fjärråtkomst
Kt.43(x)	Allmän kulturhistoria: 1648-1789: lexikon
Kt.43	Allmän kulturhistoria: 1648-1789
Kt.45(p)	Allmän kulturhistoria: 1789-1815: periodika
Kt.45(p)/DR	Allmän kulturhistoria: 1789-1815: periodika: fjärråtkomst
Kt.45	Allmän kulturhistoria: 1789-1815
Kt.46(u)	Allmän kulturhistoria: 1815-1914: urkunder, lagar
Kt.46	Allmän kulturhistoria: 1815-1914
Kt.46	Allmän kulturhistoria: 1815-1914
Kt.47	Allmän kulturhistoria: nya tiden
Kt.5(u)	Allmän kulturhistoria: 1914-: urkunder, lagar
Kt.5(x)	Allmän kulturhistoria: 1914-: lexikon
Kt.5	Allmän kulturhistoria: 1914-
Kt.51	Allmän kulturhistoria: första världskriget 1914-1918
Kt.52(k)	Allmän kulturhistoria: mellankrigstiden 1918-1939: kongresstryck
Kt.52	Allmän kulturhistoria: mellankrigstiden 1918-1939
Kt.54	Allmän kulturhistoria: andra världskriget 1939-1945
Kt.55(x)	Allmän kulturhistoria: 1945-: lexikon
Kt.55	Allmän kulturhistoria: 1945-
Kt.58	Allmän kulturhistoria: 1980-
Kt.59	Allmän kulturhistoria: 1990-
Kt.6	Allmän kulturhistoria: 2000-
Kt.e.46	Allmän kulturhistoria: uppfostran och undervisning: 1815-1914
Kt-a(p)	Allmän kulturhistoria: Europa: periodika
Kt-a	Allmän kulturhistoria: Europa
Kt-a.2	Allmän kulturhistoria: Europa: forntiden
Kt-a.3(k)	Allmän kulturhistoria: Europa: medeltiden: kongresstryck
Kt-a.3	Allmän kulturhistoria: Europa: medeltiden
Kt-a.33	Allmän kulturhistoria: Europa: äldre medeltiden ca 476-1050
Kt-a.331	Allmän kulturhistoria: Europa: äldre medeltiden: folkvandringarna
Kt-a.35	Allmän kulturhistoria: Europa: högmedeltiden ca 1050-1300
Kt-a.38(p)	Allmän kulturhistoria: Europa: senmedeltiden ca 1300-1500: periodika
Kt-a.38	Allmän kulturhistoria: Europa: senmedeltiden ca 1300-1500
Kt-a.4(k)	Allmän kulturhistoria: Europa: nya tiden: kongresstryck
Kt-a.4	Allmän kulturhistoria: Europa: nya tiden
Kt-a.41(p)	Allmän kulturhistoria: Europa: 1500-1648: periodika
Kt-a.41	Allmän kulturhistoria: Europa: 1500-1648
Kt-a.42	Allmän kulturhistoria: Europa: nya tiden
Kt-a.43	Allmän kulturhistoria: Europa: 1648-1789
Kt-a.45(k)	Allmän kulturhistoria: Europa: 1789-1815: kongresstryck
Kt-a.45	Allmän kulturhistoria: Europa: 1789-1815
Kt-a.46	Allmän kulturhistoria: Europa: 1815-1914
Kt-a.5	Allmän kulturhistoria: Europa: 1914-
Kt-a.55	Allmän kulturhistoria: Europa: 1945-
Kt-a.58	Allmän kulturhistoria: Europa: 1980-
Kt-a.6	Allmän kulturhistoria: Europa: 2000-
Kt-ae	Allmän kulturhistoria: Europeiska unionen
Kt-ak	Allmän kulturhistoria: kelter
Kt-b(k)	Allmän kulturhistoria: Norden: kongresstryck
Kt-b	Allmän kulturhistoria: Norden
Kt-b.2(k)	Allmän kulturhistoria: Norden: forntiden till ca 1050: kongresstryck
Kt-b.2	Allmän kulturhistoria: Norden: forntiden till ca 1050
Kt-b.3(p)	Allmän kulturhistoria: Norden: medeltiden ca 1050 - ca 1520: periodika
Kt-b.3(x)	Allmän kulturhistoria: Norden: medeltiden ca 1050 - ca 1520: lexikon
Kt-b.3	Allmän kulturhistoria: Norden: medeltiden ca 1050 - ca 1520
Kt-b.4(k)	Allmän kulturhistoria: Norden: nya tiden ca 1520 -: kongresstryck
Kt-b.4	Allmän kulturhistoria: Norden: nya tiden ca 1520 -
Kt-b.46	Allmän kulturhistoria: Norden: Skandinavismen
Kt-b.5	Allmän kulturhistoria: Norden: 1900-talet
Kt-b.6	Allmän kulturhistoria: Norden: 2000-
Kt-c(k)	Allmän kulturhistoria: Sverige: kongresstryck
Kt-c(p)	Allmän kulturhistoria: Sverige: periodika
Kt-c	Allmän kulturhistoria: Sverige
Kt-c.3(p)	Allmän kulturhistoria: Sverige: medeltiden ca 1060-1520: periodika
Kt-c.3	Allmän kulturhistoria: Sverige: medeltiden ca 1060-1520
Kt-c.34	Allmän kulturhistoria: Sverige: senare medeltiden 1319-1520
Kt-c.4(p)	Allmän kulturhistoria: Sverige: nya tiden 1520-: periodika
Kt-c.4	Allmän kulturhistoria: Sverige: nya tiden 1520-
Kt-c.41	Allmän kulturhistoria: Sverige: Vasatiden 1520-1611
Kt-c.42	Allmän kulturhistoria: Sverige: stormaktstiden 1611-1718
Kt-c.423	Allmän kulturhistoria: Sverige: Kristina 1632-1654
Kt-c.428	Allmän kulturhistoria: Sverige: Karl XII 1697-1718
Kt-c.43	Allmän kulturhistoria: Sverige: 1700-talet
Kt-c.44	Allmän kulturhistoria: Sverige: frihetstiden 1718-1772
Kt-c.442	Allmän kulturhistoria: Sverige: Fredrik I 1720-1751
Kt-c.45	Allmän kulturhistoria: Sverige: Gustavianska tiden 1772-1809
Kt-c.46(yb)	Allmän kulturhistoria: Sverige: 1800-talet: bilder
Kt-c.46	Allmän kulturhistoria: Sverige: 1800-talet
Kt-c.49(yb)	Allmän kulturhistoria: Sverige: 1865-1905: bilder
Kt-c.49	Allmän kulturhistoria: Sverige: 1865-1905
Kt-c.5(yb)	Allmän kulturhistoria: Sverige: 1905-: bilder
Kt-c.5	Allmän kulturhistoria: Sverige: 1905-
Kt-c.5	Allmän kulturhistoria: Sverige: 1905-
Kt-c.55	Allmän kulturhistoria: Sverige: 1945-
Kt-c.58	Allmän kulturhistoria: Sverige: 1980-
Kt-c.6	Allmän kulturhistoria: Sverige: 2000-
Kt-cb(p)	Allmän kulturhistoria: Götaland: periodika
Kt-cc(p)	Allmän kulturhistoria: Norrland: periodika
Kt-da(k)	Allmän kulturhistoria: Danmark: kongresstryck
Kt-da(p)	Allmän kulturhistoria: Danmark: periodika
Kt-da(p)	Allmän kulturhistoria: Danmark: periodika
Kt-da(x)	Allmän kulturhistoria: Danmark: lexikon
Kt-da	Allmän kulturhistoria: Danmark
Kt-da.3	Allmän kulturhistoria: Danmark: medeltiden ca 1050-1536
Kt-da.4	Allmän kulturhistoria: Danmark: nya tiden 1536-
Kt-da.41	Allmän kulturhistoria: Danmark: 1536-1660
Kt-da.43	Allmän kulturhistoria: Danmark: 1660-1814
Kt-da.46	Allmän kulturhistoria: Danmark: 1800-1914
Kt-da.5	Allmän kulturhistoria: Danmark: 1914-
Kt-da.52	Allmän kulturhistoria: Danmark: mellankrigstiden 1918-1939
Kt-da.55	Allmän kulturhistoria: Danmark: 1945-
Kt-da.58	Allmän kulturhistoria: Danmark: 1980-
Kt-da.6	Allmän kulturhistoria: Danmark: 2000-
Kt-dai	Allmän kulturhistoria: Danmark
Kt-dai.4	Allmän kulturhistoria: Danmark: nya tiden 1536-
Kt-db(p)	Allmän kulturhistoria: Norge: periodika
Kt-db	Allmän kulturhistoria: Norge
Kt-db.3	Allmän kulturhistoria: Norge: medeltiden ca 1030-1536
Kt-db.4	Allmän kulturhistoria: Norge: nya tiden 1536-
Kt-db.43	Allmän kulturhistoria: Norge: 1660-1814
Kt-db.46	Allmän kulturhistoria: Norge: 1814-1905
Kt-db.5	Allmän kulturhistoria: Norge: 1905-
Kt-db.55	Allmän kulturhistoria: Norge: 1945-
Kt-db.6	Allmän kulturhistoria: Norge: 2000-
Kt-dc	Allmän kulturhistoria: Island
Kt-dc.2	Allmän kulturhistoria: Island: fristatstiden 870-1262
Kt-dc.3	Allmän kulturhistoria: Island: under Norge 1262-1537
Kt-dc.4	Allmän kulturhistoria: Island: nya tiden 1537-
Kt-dcf	Allmän kulturhistoria: Färöarna
Kt-dd(p)	Allmän kulturhistoria: Finland: periodika
Kt-dd	Allmän kulturhistoria: Finland
Kt-dd.4	Allmän kulturhistoria: Finland: nya tiden 1520-
Kt-dd.44	Allmän kulturhistoria: Finland: frihetstiden 1718-1772
Kt-dd.45	Allmän kulturhistoria: Finland: Gustavianska tiden 1772-1809
Kt-dd.46	Allmän kulturhistoria: Finland: under Ryssland 1809-1918
Kt-dd.5(k)	Allmän kulturhistoria: Finland: 1918-: kongresstryck
Kt-dd.52	Allmän kulturhistoria: Finland: mellankrigstiden 1918-1939
Kt-dd.55	Allmän kulturhistoria: Finland: 1945-
Kt-dd.58	Allmän kulturhistoria: Finland: 1980-
Kt-dd.6	Allmän kulturhistoria: Finland: 2000-
Kt-ddå	Allmän kulturhistoria: Åland
Kt-e(k)	Allmän kulturhistoria: Brittiska öarna (Storbritannien): kongresstryck
Kt-e(x)	Allmän kulturhistoria: Brittiska öarna (Storbritannien): lexikon
Kt-e	Allmän kulturhistoria: Brittiska öarna (Storbritannien)
Kt-e:k.4	Allmän kulturhistoria: Brittiska öarna (Storbritannien): historia: nya tiden
Kt-e.2	Allmän kulturhistoria: Brittiska öarna (Storbritannien): före 1066
Kt-e.2	Allmän kulturhistoria: Brittiska öarna (Storbritannien): före 1066
Kt-e.3(k)	Allmän kulturhistoria: Brittiska öarna (Storbritannien): medeltiden 1066-1485: kongresstryck
Kt-e.3	Allmän kulturhistoria: Brittiska öarna (Storbritannien): medeltiden 1066-1485
Kt-e.31(k)	Allmän kulturhistoria: Brittiska öarna (Storbritannien): 1066-1154: kongresstryck
Kt-e.31	Allmän kulturhistoria: Brittiska öarna (Storbritannien): 1066-1154
Kt-e.32(k)	Allmän kulturhistoria: Brittiska öarna (Storbritannien): 1154-1399: kongresstryck
Kt-e.32	Allmän kulturhistoria: Brittiska öarna (Storbritannien): 1154-1399
Kt-e.33	Allmän kulturhistoria: Brittiska öarna (Storbritannien): 1399-1485
